country,db,node,valence,node_date,col,archive,full_repl
Singapore,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.2019396892657222,-0.33976168508025156
South Korea,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.2316709027850642,-0.27273174326203425
Spain,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.6878136328550168,-1.4647502984427059
Thailand,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.8587816654561081,-1.5599421841098813
United Arab Emirates,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.4344582228476113,0.9215151741729991
United Kingdom,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-1.0751794113049264,-1.4765933006748169
Vietnam,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.22440881440726623,0.37095616731018727
Australia,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.5536077346634616,0.7980074285981225
Belgium,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.34399897222433495,0.6845756800684968
Brazil,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.5571614549958498,-0.9457687621934465
Canada,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.14015578988777586,0.3170748625812552
France,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.9503103895743614,-1.169073900071611
Germany,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-1.166568718655368,-1.7233708648532187
India,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.6502689814235356,-1.0791970149505294
Indonesia,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.6102687685056083,1.1673422785891026
Iran,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.8327241196341254,-1.1500665776048966
Italy,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.19706802769076187,0.3896518469936428
Japan,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.5164537073419777,-0.47819462825428133
Malaysia,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-1.2116118332214296,-2.0641468621246832
Mexico,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.5334382632862023,-1.1084794771972586
Netherlands,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.07479140726561766,0.19347514083419112
Philippines,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.316462377229898,0.5589749016241422
Russia,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.023777114600754466,0.015641173203421208
Saudi Arabia,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.2347958017031428,-0.40469491358458953
Singapore,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.4389971858094173,0.738608760558363
South Korea,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.8305061818712064,-0.9777032680783979
Spain,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-0.08391445807820949,-0.1787020809743444
Thailand,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.17796492403176023,0.32326609131974043
United Arab Emirates,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.28636357771757437,0.6073964499223532
United Kingdom,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,-1.2461519413817495,-1.7113977341083566
Vietnam,ICEWS,Trade War Begins,negative,2018-07-01,avg_shock,0.587844253625972,0.9717285476347471
Australia,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.6056489259444168,-0.8730231023956423
Belgium,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.48938840673035816,0.97390814626211
Brazil,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.9266265460789912,-1.5729272612859482
Canada,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-1.899899520303797,-4.298148366192186
France,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.4405025929245129,-0.5419072441505919
Germany,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-1.062137755632693,-1.5690951019394948
India,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.09783253122989702,0.1623644656050296
Indonesia,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.06519813907510467,-0.12471315616244315
Iran,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.174782506572418,-0.24139029291869768
Italy,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.38370310142715397,0.7586751839973296
Japan,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.879642383548716,-0.8144781548044053
Malaysia,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,1.0215487211622547,1.740348294294998
Mexico,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.6780694984561942,1.409021764808919
Netherlands,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.24803659995498614,0.6416367583229826
Philippines,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.5298912523486451,-0.9359593176471089
Russia,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.5795565764334595,-0.38124662918056523
Saudi Arabia,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,1.015652930193815,1.7505831528299403
Singapore,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.24787820013131198,-0.417052810556989
South Korea,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.14064855328010817,-0.1655767930379907
Spain,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.22110234318791883,-0.47085388788615573
Thailand,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.41426179352176773,0.7524898038390305
United Arab Emirates,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.3494470890899219,-0.7412008295211792
United Kingdom,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,0.13664580719574504,0.18766196724847511
Vietnam,ICEWS,Huawei CFO Meng Wanzhou arrested,negative,2018-12-01,avg_shock,-0.5196500721624624,-0.8590010139352514
Australia,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5250509921249876,-0.756843818960119
Belgium,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.4849502917321276,-0.9650760687314989
Brazil,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.2642315949294187,0.4485270584101301
Canada,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5399737978793647,-1.2215843376657451
France,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.40560147600697527,0.4989718145064773
Germany,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.9773164790437575,1.4437887102495834
India,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,1.069927765419542,1.7756695823407278
Indonesia,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.42177623010142024,-0.8067875187304276
Iran,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.7783739901710964,1.0750041818964688
Italy,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.43141266343241796,-0.853008694980554
Japan,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,1.0527645135768389,0.974775334269843
Malaysia,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5332761927736648,-0.9085091031447416
Mexico,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.6274007414866408,1.3037325849704797
Netherlands,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.9831690946450488,-2.5433239726954633
Philippines,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.012311644347526065,-0.021746345484191108
Russia,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.03970716676205459,0.02612035493670563
Saudi Arabia,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.19183056231778986,0.33063986782112087
Singapore,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.21986447468901105,-0.36991997304366847
South Korea,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,0.580393384522759,0.6832610294850079
Spain,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5607982212847817,-1.1942615306756657
Thailand,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5061297920112553,-0.9193643098723913
United Arab Emirates,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5058000408349098,-1.0728359787315613
United Kingdom,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.1877600347195618,-0.25785948511131584
Vietnam,ICEWS,US hikes tariffs on $200B goods,negative,2019-05-01,avg_shock,-0.5495660159058293,-0.9084531883599439
Australia,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.8619708385273497,-1.2425027493481968
Belgium,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.5156166649859797,1.0261037316624204
Brazil,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.9730849029381619,-1.6517892541001618
Canada,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,1.050806721574477,2.3772431885223626
France,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.08539198461662172,-0.10504940447438647
Germany,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-1.1998149897045145,-1.7724855496333431
India,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.7795309986483123,-1.2937223684897348
Indonesia,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.4245251654272088,-0.8120457731135874
Iran,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.08822724235328687,-0.12184972222174137
Italy,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.31011733928252716,0.613178075876463
Japan,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.1345697499385994,-0.12460077376025004
Malaysia,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.054343537434168074,0.09258166617046672
Mexico,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.1262738026177169,0.26239572288480234
Netherlands,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-1.0051026327399708,-2.60006303573831
Philippines,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.3792052762668681,-0.6697991522785116
Russia,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.38177362744331494,-0.25114012072557657
Saudi Arabia,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.37625027590700927,0.6485063693211981
Singapore,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.5857851704173983,-0.9855782056500427
South Korea,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.3034239007821124,-0.35720208456410035
Spain,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-1.0344720305672421,-2.2029851447032827
Thailand,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.2230401050533136,-0.40514333574666417
United Arab Emirates,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.7359164552441457,1.5609284040849027
United Kingdom,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,0.2830122135469677,0.38867368007485614
Vietnam,ICEWS,US-China Phase One deal signed,positive,2020-01-01,avg_shock,-0.6659549899994445,-1.1008485176653966
Australia,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-1.4857740967490534,-2.1416947274863722
Belgium,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.2302398956934413,-0.45818925607268823
Brazil,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-1.2439300532390103,-2.1115426707252216
Canada,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.2357016322734441,0.533228507528094
France,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.07846196501929208,0.09652407935208454
Germany,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.5264522016669847,-0.7777273396602554
India,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-1.1539497841606454,-1.9151138960107608
Indonesia,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.1507626760343689,0.28838383160113124
Iran,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.05354025775343023,-0.0739438903554585
Italy,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.6062247036463032,1.198654993592495
Japan,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.6282613240243766,-0.5817194958955815
Malaysia,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.4557568433066323,0.7764442639207108
Mexico,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.4085358345852315,-0.8489334558560084
Netherlands,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,1.1644680420044207,3.01231955194525
Philippines,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.10926589201689561,0.19299890171983478
Russia,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.10073747023694549,0.06626759581671753
Saudi Arabia,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.47255645207376534,-0.8145000513153255
Singapore,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.3715921291411573,-0.6252003675881099
South Korea,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.3029081780318002,0.35659495624957466
Spain,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,0.05906755907018542,0.12578876114625287
Thailand,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.7242925586075578,-1.3156481574495769
United Arab Emirates,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,1.7927887289366369,3.8026257322810797
United Kingdom,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.7375191588563457,-1.0128689571584026
Vietnam,ICEWS,COVID-19 Blame,negative,2020-03-01,avg_shock,-1.8020198726348424,-2.978806278777651
Australia,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.6421547201155523,0.9256450097704542
Belgium,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-2.3386262590060523,-4.653986758544909
Brazil,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.39157593579709155,0.6646911497248397
Canada,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.5578090078930876,-1.2619329866137277
France,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.523376654560923,0.6438590943197221
Germany,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.9156212327872371,1.352646381299614
India,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.5266240529118571,0.8739938735190232
Indonesia,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.9565597102465362,-1.8297390418652257
Iran,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.5083198232739381,-0.7020351947272052
Italy,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.3436461053722547,-0.6794726736728186
Japan,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.10203938516276641,-0.09448027027695312
Malaysia,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.6780482368293126,-1.15514812751471
Mexico,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.11557094796757476,0.2401552959345099
Netherlands,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.5097510003353345,1.3186561155346406
Philippines,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.05887643459611173,-0.10399482404328145
Russia,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,1.0781650217346492,0.709243578541153
Saudi Arabia,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,1.7573226006843963,3.028927744301736
Singapore,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.2213958524896818,0.3724965022239515
South Korea,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.09261781510608658,0.10903319263377201
Spain,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.11963831037651255,-0.25477868198363623
Thailand,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,2.3197162992295723,4.2136708966807985
United Arab Emirates,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,-0.3593196926655266,-0.7621412871419009
United Kingdom,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.37367753757110855,0.5131885365257206
Vietnam,ICEWS,Anchorage Talks,negative,2021-03-01,avg_shock,0.07659596533999541,0.12661599683148908
Australia,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.8509894892878792,1.226673493865603
Belgium,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.2260730130682364,-0.44989694494027305
Brazil,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.6860699412144008,-1.1645879542857245
Canada,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.12596423469131393,0.28496926482225093
France,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.2034692479816767,0.2503083096767127
Germany,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.8452840301081378,-1.2487372982992102
India,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.5600538832720645,-0.9294745656105632
Indonesia,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.7870186230749231,-1.5054352445432335
Iran,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.13095740981127055,0.18086390986227638
Italy,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-1.363708091770164,-2.69638552202007
Japan,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.5146576664890181,0.4765316387630631
Malaysia,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.30778762775080737,-0.5243584195884295
Mexico,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.27231381959970746,0.5658654452793169
Netherlands,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.002279123401443967,0.005895780507336111
Philippines,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.08838166521789345,-0.15611060326662551
Russia,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,1.2606025308814186,0.8292554776836519
Saudi Arabia,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.28390558795416404,-0.48934072308736115
Singapore,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-1.6041367350190818,-2.698945423611338
South Korea,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.09661784721684667,0.11374218162443449
Spain,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.10573549016064425,-0.22517159208653756
Thailand,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-1.0397716055768496,-1.8887030948867956
United Arab Emirates,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.5202036090576762,1.1033869177666613
United Kingdom,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.2584637168194872,-0.35496010127274563
Vietnam,ICEWS,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,2.776591252664621,4.589809237199505
