行号,国家,日期,事件名称,URL,可访问,HTTP状态码,备注,来源分类,域名,权威性
265,Japan,2005-04,Anti-Japanese protests across major Chinese cities,https://www.chinadaily.com.cn/english/doc/2005-04/17/content_434881.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
266,Japan,2005-04,Meeting on sidelines of Asia-Africa Summit in Jakarta,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
267,Japan,2005-06,Senkaku/Diaoyu fishing boat standoff,https://www.chinadaily.com.cn/english/doc/2005-06/10/content_450424.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
268,Japan,2006-10,Abe First Visit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
269,Japan,2007-01,Meeting on sidelines of East Asia Summit in Cebu,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
270,Japan,2007-04,Official visit to Japan for bilateral talks,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
271,Japan,2007-12,Official visit to China for bilateral summit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
272,Japan,2008-05,State visit to Japan for bilateral summit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
273,Japan,2008-05,Hu Visits Japan,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
274,Japan,2008-05,China-Japan Joint Statement on strategic mutually beneficial relations,https://worldjpn.net/documents/texts/JPCH/20080507.D1E.html,是,200,可访问,世界日本(学术),worldjpn.net,其他
275,Japan,2008-07,Meeting on sidelines of G8 Summit in Toyako,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
276,Japan,2008-11,Meeting on sidelines of APEC Summit in Lima,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
277,Japan,2009-04,Official visit to China for bilateral talks,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
278,Japan,2009-06,China and Japan hold 10th round of strategic dialogue in Beijing,http://www.china.org.cn/international/2009-06/24/content_18003399.htm,是,200,可访问,中国网,china.org.cn,官方媒体
279,Japan,2009-09,Meeting on sidelines of UN General Assembly in New York,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
280,Japan,2009-11,Meeting on sidelines of APEC Summit in Singapore,http://www.xinhuanet.com/world/2009-11/15/content_12465725.htm,否,404,HTTP 404 页面不存在,新华社,xinhuanet.com,官方媒体
281,Japan,2010-04,Meeting on sidelines of Nuclear Security Summit in Washington,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
282,Japan,2010-04,"Fifth round of trilateral senior foreign affairs officials' consultation of China, Japan and the ROK in Jeju",https://www.fmprc.gov.cn/mfa_eng/gjhdq_665435/2675_665437/2767_663538/2769_663542/202406/t20240607_11412704.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
283,Japan,2010-05,Official visit to Japan for bilateral talks,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
284,Japan,2010-06,Meeting on sidelines of G20 Summit in Toronto,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
285,Japan,2010-09,Senkaku Boat Collision,https://news.cntv.cn/special/zrczxz/shouye/index.shtml,是,200,可访问,新华社,news.cntv.cn,官方媒体
286,Japan,2010-10,Meeting on sidelines of East Asia Summit in Hanoi,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
287,Japan,2010-11,Meeting on sidelines of APEC Summit in Yokohama,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
288,Japan,2011-05,Official visit to Japan for bilateral talks,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
289,Japan,2011-11,Meeting on sidelines of APEC Summit in Honolulu,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
290,Japan,2011-12,Official visit to China for bilateral talks,http://usa.chinadaily.com.cn/world/2011-12/27/content_14331920.htm,是,200,可访问,中国日报,usa.chinadaily.com.cn,官方媒体
291,Japan,2011-12,Official visit to China for bilateral summit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
292,Japan,2012-05,Meeting on sidelines of China-Japan-Korea summit in Beijing,https://www.chinadaily.com.cn/china/2012-05/13/content_15279400.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
293,Japan,2012-09,Meeting on sidelines of APEC Summit in Vladivostok,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
294,Japan,2012-09,Nationalization of Senkaku,https://www.mfa.gov.cn/diaoyudao/chn/flfg/zcfg/201510/t20151009_8560594.htm,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
295,Japan,2013-11,China declares East China Sea ADIZ,http://in.china-embassy.gov.cn/eng/gdxw/201312/t20131204_2143850.htm,是,200,重定向至: https://in.china-embassy.gov.cn/eng/gdxw/201312/t20131204_2143850.htm,中国驻外使领馆,in.china-embassy.gov.cn,官方/政府
296,Japan,2014-07,Japan allows collective self-defense,http://www.chinadaily.com.cn/world/2014-07/01/content_17630033.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
297,Japan,2014-11,APEC Xi-Abe Meeting,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
298,Japan,2014-11,Meeting on sidelines of APEC Summit in Beijing,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
299,Japan,2015-04,Meeting on sidelines of Asia-Africa Summit in Jakarta,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
300,Japan,2015-07,Japan protests China ECS gas drilling,https://www.fmprc.gov.cn/eng/zy/gb/202405/t20240531_11367301.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
301,Japan,2015-11,Meeting on sidelines of APEC Summit in Manila,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
302,Japan,2016-09,Meeting on sidelines of G20 Summit in Hangzhou,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
303,Japan,2016-11,Meeting on sidelines of APEC Summit in Lima,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
304,Japan,2017-07,Meeting on sidelines of G20 Summit in Hamburg,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
305,Japan,2017-11,Meeting on sidelines of APEC Summit in Da Nang,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
306,Japan,2018-05,Official visit to Japan for bilateral talks,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
307,Japan,2018-06,China-Japan maritime liaison starts,https://www.chinadaily.com.cn/a/201907/25/WS5d38f349a310d83056400dc1_7.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
308,Japan,2018-09,Meeting on sidelines of Eastern Economic Forum in Vladivostok,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
309,Japan,2018-10,Official visit to China for bilateral summit,https://www.chinadaily.com.cn/a/201810/27/WS5bd37666a310eff303284e18.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
310,Japan,2018-10,Abe Official Visit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
311,Japan,2018-11,Meeting on sidelines of APEC Summit in Port Moresby,http://www.xinhuanet.com/english/2018-11/17/c_137613514.htm,否,404,HTTP 404 页面不存在,新华社,xinhuanet.com,官方媒体
312,Japan,2019-06,Meeting on sidelines of G20 Summit in Osaka,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
313,Japan,2019-11,Meeting on sidelines of East Asia Summit in Bangkok,http://www.xinhuanet.com/english/2019-11/04/c_138527607.htm,是,200,可访问,新华社,xinhuanet.com,官方媒体
314,Japan,2020-09,Telephone conversation (counted as virtual meeting due to COVID-19),https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
315,Japan,2020-11,RCEP Signed,https://asean.org/asean-hits-historic-milestone-with-signing-of-rcep/,否,307,HTTP 307 错误,其他来源,asean.org,待确认
316,Japan,2021-04,Japan approves Fukushima water release,http://www.xinhuanet.com/english/2021-04/15/c_139882971.htm,否,403,HTTP 403 禁止访问(可能需要特殊权限),新华社,xinhuanet.com,官方媒体
317,Japan,2021-10,Telephone conversation (counted as virtual meeting due to COVID-19),https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
318,Japan,2022-08,Taiwan Tensions,https://www.chinadaily.com.cn/a/202208/24/WS63060ccea310fd2b29e740a5.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
319,Japan,2022-11,Meeting on sidelines of APEC Summit in Bangkok,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
320,Japan,2023-09,Meeting on sidelines of G20 Summit in New Delhi,http://www.xinhuanet.com/2023-09/06/c_1129953292.htm,否,404,HTTP 404 页面不存在,新华社,xinhuanet.com,官方媒体
321,Japan,2023-11,Meeting on sidelines of APEC Summit in San Francisco,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
322,Japan,2024-05,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
323,Japan,2024-10,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
324,Japan,2024-11,Meeting on sidelines of APEC Summit in Lima,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
325,Japan,2025-10,Xi meets PM Sanae Takaichi on sidelines of APEC Gyeongju,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
326,Japan,2025-11,Japanese PM Takaichi links Taiwan contingency to 'survival-threatening situation',https://www.chinadaily.com.cn/a/202511/13/WS6915466ba310d6866eb294bd.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
327,Malaysia,2004-05,Official visit to China by Malaysian Prime Minister Abdullah Badawi,http://www.china.org.cn/english/2004/May/96837.htm,是,200,可访问,中国网,china.org.cn,官方媒体
328,Malaysia,2004-05,China-Malaysia Joint Communique on strategic cooperation,http://www.china.org.cn/english/2004/May/96837.htm,是,200,可访问,中国网,china.org.cn,官方媒体
329,Malaysia,2005-12,Official visit to Malaysia by Chinese Premier Wen Jiabao,https://www.fmprc.gov.cn/eng./zy/gb/202405/t20240531_11367157.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
330,Malaysia,2009-01,China becomes Malaysia's largest trading partner,https://aipalync.org/storage/documents/main/disaster-management-reference-handbook-2022_1713943995.pdf,是,200,学术文献PDF,其他来源,aipalync.org,待确认
331,Malaysia,2009-11,State visit to Malaysia by Chinese President Hu Jintao,https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2732_663468/2734_663472/202406/t20240607_11410648.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
332,Malaysia,2011-04,Official visit to Malaysia by Chinese Premier Wen Jiabao,https://id.china-embassy.gov.cn/eng/ztbd/12qw/201104/t20110425_2345833.htm,是,200,可访问,中国驻外使领馆,id.china-embassy.gov.cn,官方/政府
333,Malaysia,2013-10,State visit to Malaysia by Chinese President Xi Jinping,https://pk.china-embassy.gov.cn/eng/zgxw/201310/t20131006_1222363.htm,是,200,可访问,中国驻外使领馆,pk.china-embassy.gov.cn,官方/政府
334,Malaysia,2013-10,China-Malaysia comprehensive strategic partnership established,https://pk.china-embassy.gov.cn/eng/zgxw/201310/t20131006_1222363.htm,是,200,可访问,中国驻外使领馆,pk.china-embassy.gov.cn,官方/政府
335,Malaysia,2014-03,Malaysia Airlines Flight MH370 disappearance,http://news.xinhuanet.com/world/2014-03/08/c_119667935.htm,是,200,重定向至: http://www.xinhuanet.com//world/2014-03/08/c_119667935.htm,新华社,news.xinhuanet.com,官方媒体
336,Malaysia,2015-11,Official visit to Malaysia by Chinese Premier Li Keqiang,https://www.mfa.gov.cn/eng/zy/jj/2015zt/lkqcxdyhzldrxlhybdmlxyjxzsfw/202406/t20240606_11381169.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
337,Malaysia,2016-11,China-Malaysia Littoral Mission Ships defense deal,https://www.chinadaily.com.cn/world/2016-11/02/content_27244884.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
338,Malaysia,2017-05,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,http://news.xinhuanet.com/english/2017-05/13/c_136279621.htm,是,200,重定向至: http://www.xinhuanet.com//english/2017-05/13/c_136279621.htm,新华社,news.xinhuanet.com,官方媒体
339,Malaysia,2018-07,Malaysia suspends China-backed East Coast Rail Link project,https://www.reuters.com/article/world/china/-idUSKBN1JV006/,否,0,连接超时,路透社(权威),reuters.com,权威国际媒体
340,Malaysia,2018-08,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,https://www.fmprc.gov.cn/eng/xw/wsrc/202405/t20240530_11334903.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
341,Malaysia,2019-04,East Coast Rail Link reinstated at reduced cost,https://www.caixinglobal.com/2019-04-12/malaysia-revives-controversial-china-railway-at-a-big-discount-101403586.html,是,200,可访问,财新国际,caixinglobal.com,其他
342,Malaysia,2020-02,Xi-Mahathir phone call on COVID-19 cooperation,https://mo.ocmfa.gov.cn/eng/highlights/zzcckjyq/202002/t20200214_8137898.htm,是,200,可访问,中国外交部,mo.ocmfa.gov.cn,官方/政府
343,Malaysia,2020-04,Chinese survey ship Haiyang Dizhi 8 tags Malaysian drillship West Capella in South China Sea,https://www.reuters.com/article/markets/currencies/malaysian-oil-exploration-vessel-leaves-south-china-sea-waters-after-standoff-idUSKBN22O1M8/,否,0,连接超时,路透社(权威),reuters.com,权威国际媒体
344,Malaysia,2023-03,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,https://www.bernama.com/en/news.php?id=2177010,是,200,可访问,马来西亚国家新闻社,bernama.com,其他
345,Malaysia,2023-12,China-Malaysia reciprocal visa-free entry policy,https://www.mfa.gov.cn/eng/xw/zwbd/202406/t20240605_11376991.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
346,Malaysia,2024-06,Joint Statement on Deepening Comprehensive Strategic Partnership towards Community with Shared Future,https://www.mfa.gov.cn/eng/gjhdq_665435/2675_665437/2732_663468/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
347,Malaysia,2024-06,Official visit to Malaysia by Chinese Premier Li Qiang,https://english.www.gov.cn/news/202406/18/content_WS66718dccc6d0868f4e8e848c.html,是,200,可访问,中国政府网,english.www.gov.cn,官方/政府
348,Malaysia,2024-09,State visit to China by King of Malaysia Sultan Ibrahim,https://www.mfa.gov.cn/mfa_eng/xw/zyxw/202409/t20240922_11494402.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
349,Malaysia,2025-04,State visit to Malaysia by Chinese President Xi Jinping,https://www.fmprc.gov.cn/eng/zy/gb/202504/t20250417_11595814.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
350,Malaysia,2025-04,Joint Statement on High-level Strategic China-Malaysia Community with Shared Future,https://www.fmprc.gov.cn/eng/zy/gb/202504/t20250417_11595814.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
351,Mexico,2003-12,Wen Jiabao visits Mexico and strategic partnership established,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
352,Mexico,2005-09,Hu Jintao pays state visit to Mexico,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
353,Mexico,2007-02,Mexico requests WTO consultations on Chinese industrial subsidy programs,https://docs.dusselpeters.com/CECHIMEX/libroChinaandLatinAmericaDIEGDI09.pdf,是,200,学术PDF(跳转),其他来源,docs.dusselpeters.com,待确认
354,Mexico,2008-07,Calderon pays state visit to China,https://www.mfa.gov.cn/eng/gjhdq_665435/3376_665447/3508_665108/3510_665112/202406/t20240612_11425710.html,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
355,Mexico,2008-10,Transitional trade remedy measure replaces anti-dumping duties on Chinese goods,https://www.vonwobeser.com/images/PDF_Newsletters/Bol-32-VWyS-ingles.pdf,是,200,可访问,其他来源,vonwobeser.com,待确认
356,Mexico,2009-02,Xi Jinping pays official visit to Mexico as Vice President,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/xgxw_680610/200902/t20090210_9365106.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
357,Mexico,2013-04,Pena Nieto visits China and attends Boao Forum,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
358,Mexico,2013-06,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",https://www.chinadaily.com.cn/china/2013xivisit/2013-06/05/content_16568655.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
359,Mexico,2014-11,Pena Nieto pays state visit to China and attends APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
360,Mexico,2014-11,Mexico cancels USD 3.7 billion Chinese-led bullet train contract,https://www.chinadaily.com.cn/business/2014-11/07/content_18884174.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
361,Mexico,2016-09,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
362,Mexico,2017-09,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,https://hr.china-embassy.gov.cn/eng/gnxw/201709/t20170906_9788695.htm,是,200,可访问,中国驻外使领馆,hr.china-embassy.gov.cn,官方/政府
363,Mexico,2020-04,China sends COVID-19 medical supplies and ventilators to Mexico,https://americasquarterly.org/article/why-mexicos-relationship-with-china-is-so-complicated/,是,200,可访问,其他来源,americasquarterly.org,待确认
364,Mexico,2021-02,First shipment of Chinese Sinovac COVID-19 vaccine arrives in Mexico City,https://www.yidaiyilu.gov.cn/p/165905.html,否,0,异常: Remote end closed connection without response,中国政府官方,yidaiyilu.gov.cn,官方/政府
365,Mexico,2022-04,"Mexico amends Mining Law to nationalize lithium, affecting Ganfeng concessions",https://www.dallasfed.org/research/pubs/25trade/a2,是,200,可访问,达拉斯联储(学术),dallasfed.org,学术
366,Mexico,2023-08,Mexico raises tariffs on 392 Chinese product lines via presidential decree,https://www.dallasfed.org/research/pubs/25trade/a3,是,200,可访问,达拉斯联储(学术),dallasfed.org,学术
367,Mexico,2023-11,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
368,Mexico,2024-04,Mexico expands tariffs to 544 product lines with rates up to 50 percent,https://www.dallasfed.org/research/pubs/25trade/a3,是,200,可访问,达拉斯联储(学术),dallasfed.org,学术
369,Mexico,2024-11,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
370,Mexico,2024-12,Mexico imposes additional 15-35 percent duties on 155 textile and apparel items,https://www.dallasfed.org/research/pubs/25trade/a3,是,200,可访问,达拉斯联储(学术),dallasfed.org,学术
371,Mexico,2025-05,Mexican Foreign Minister De la Fuente visits China for CELAC ministerial meeting,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/bmz_679954/1206_680604/sbgx_680608/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
372,Mexico,2025-12,"Mexico enacts permanent tariffs on 1,463 products affecting Chinese imports",https://mexiconewsdaily.com/news/mexico-tariffs-go-into-effect-china/,否,403,HTTP 403 禁止访问(可能需要特殊权限),墨西哥每日新闻,mexiconewsdaily.com,其他
373,Netherlands,2004-12,Official visit to the Netherlands,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679234/xgxw_679240/200412/t20041209_9340369.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
374,Netherlands,2013-11,Official visit to China,https://www.chinadaily.com.cn/china/2013-11/16/content_17109718.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
375,Netherlands,2014-03,State visit to the Netherlands,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679234/1207_679246/201403/t20140324_9340480.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
376,Netherlands,2014-03,Open and pragmatic comprehensive partnership established,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679234/1207_679246/201403/t20140324_9340480.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
377,Netherlands,2015-10,State visit to China,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679234/xgxw_679240/201510/t20151026_9340433.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
378,Netherlands,2018-02,Working visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679234/xgxw_679240/201802/t20180207_9340438.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
379,Netherlands,2018-10,Official visit to the Netherlands,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/oz_678770/1206_679234/xgxw_679240/201810/t20181015_9340445.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
380,Netherlands,2019-07,22 countries including the Netherlands send joint UNHRC letter criticizing China's Xinjiang policy,https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/201907/t20190711_5417754.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
381,Netherlands,2020-03,"Netherlands recalls 600,000 face masks purchased from China",https://news.cgtn.com/news/2020-03-31/How-the-Netherlands-China-face-mask-investigation-should-be-dealt-with-PiMzxQYz2U/index.html,是,200,可访问,中国环球电视网,news.cgtn.com,官方媒体
382,Netherlands,2022-11,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679234/sbgx_679238/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
383,Netherlands,2023-06,Netherlands announces export controls on advanced semiconductor equipment,https://www.government.nl/latest/news/2025/01/15/klever-export-controls-on-advanced-semiconductor-manufacturing-equipment-to-be-tightened,是,200,可访问,其他来源,government.nl,待确认
384,Netherlands,2024-03,Working visit to China,http://en.cppcc.gov.cn/2024-03/28/c_974654.htm,是,200,可访问,中国政府网,en.cppcc.gov.cn,官方/政府
385,Netherlands,2025-05,Official visit to China,https://www.mfa.gov.cn/web/fyrbt_673021/202505/t20250523_11631472.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
386,Philippines,2004-09,State visit to China,https://www.chinadaily.com.cn/english/doc/2004-09/02/content_370842.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
387,Philippines,2004-11,ASEAN-China Partnership,http://www.gov.cn/jrzg/2004-11/29/content_227260.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
388,Philippines,2005-03,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",https://ph.china-embassy.gov.cn/eng/zfgx/zzgx/200501/t20050121_1336099.htm,是,200,可访问,中国驻外使领馆,ph.china-embassy.gov.cn,官方/政府
389,Philippines,2005-04,State visit to the Philippines,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/xgxw_676458/200504/t20050426_7977391.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
390,Philippines,2006-10,State visit to China and attendance at the ASEAN-China Commemorative Summit,http://www.gov.cn/jrzg/2006-10/27/content_424761.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
